clip_id,ts,prod_cam,prod_phase,v2_broadcast_tag,v2_class,open_desc
d007,2.00,bowlers_end,between_play,LIVE,action,"The camera shows a medium shot of two cricket players on the field. The player on the right is wearing a blue helmet, blue pads, and a blue and red uniform with ""A PLUS"" on the front; he appears to be walking away from the wicket, holding a bat under his left arm. The player on the left, wearing a brown uniform with ""49"" on the back, has their right arm raised, pointing upward. There are several graphical overlays at the bottom of the screen, including a blue bar with white text displaying the score, ""PBKS 141-7 17.4 > BARTTLETT 0(0) M JANSEN 2(2),"" as well as a ""LAST WICKET"" section showing ""STOINIS c WASHINGTON b HOLDER 40(31)."" In the top-left corner, there is a logo that says ""TATA IPL."" The action level appears to be a post-action moment, as the players do not seem to be in active play."
d007,3.00,closeup,between_play,LIVE,other,"The camera shows a player in a brown uniform with teal accents, positioned centrally in the frame. He appears to be walking or jogging while looking to his right. The background is a blurred crowd. The people in the frame are primarily spectators in the stands, but the player in the foreground seems to be reacting to something, possibly the dismissal of a teammate, as indicated by the ""LAST WICKET"" graphic. There are several graphical overlays, including a blue bar at the bottom with white text displaying the score (""PBKS 141-7""), player names, and other game information. In the top-left corner, there is a logo that says ""TATA IPL."" The action level appears to be a post-action moment, likely after a wicket has fallen, given the ""LAST WICKET"" label and the player's demeanor."
d007,4.00,closeup,between_play,LIVE,action,"The camera shows a player in a brown uniform with teal accents, likely celebrating or reacting to something. He appears to be running or moving with his mouth open and one arm bent at the elbow. The background is blurry but shows a crowd of spectators. There are several graphical overlays on the frame, including a blue bar at the bottom with white text displaying the score, ""PBKS 141-7 17.4"" and player names such as ""BARTLETT"" and ""LAST WICKET"". Additionally, there is a white banner below the blue bar with cartoon characters and text that reads, ""When they hit 50, you get cashback!"" along with the Google Pay logo. The action level appears to be a post-action moment, as the player seems to be reacting to a recent event rather than actively participating in play."
d007,5.00,closeup,between_play,LIVE,action,"The camera shows a player in a brown uniform walking across the frame with his arms bent at the elbow. The player appears to have just been involved in active play and is now walking off the field. A blue and white score graphic runs across the bottom of the frame, displaying information such as the score, overs played, and player names. The scene suggests a moment during a cricket match where the action has paused."
d007,6.00,bowlers_end,release,LIVE,action,"The camera shows a wide field view of a cricket field with three players on it. The player in the center of the frame appears to be in motion, with their right arm extended outward and their left arm bent at the elbow, as if they have just thrown something or are about to do so. Two other players stand behind him, seemingly watching or waiting. There are several graphical overlays on the screen, including a scoreboard at the bottom that displays the score, overs played, and player information. Additionally, there are various sponsor logos along the bottom of the screen, and a logo for the Indian Premier League (IPL) in the top-left corner. A Google Pay advertisement is also visible at the bottom of the screen. The action level appears to be a post-action moment, as the central player seems to have just completed a throwing motion. The overall atmosphere suggests that this is a live broadcast of a professional cricket match, with the scoreboard and sponsor logos indicating a high level of production quality."
d007,7.00,closeup,between_play,LIVE,action,"The camera shows a wide field view of two cricket players in brown uniforms celebrating on the field, with a third player standing behind them. The two players are high-fiving each other, while the third player stands still, observing the scene. There are several graphical overlays, including a scoreboard at the bottom of the screen displaying the score and player information, as well as advertisements for Google Pay and other sponsors. The action level appears to be a post-action moment, with the players celebrating a wicket, as indicated by the ""LAST WICKET"" text on the scoreboard."
d007,8.00,closeup,between_play,LIVE,action,"The camera shows a group of players on the field, with two players in the center high-fiving each other. The players are wearing brown uniforms with teal accents and numbers on their backs, and they appear to be celebrating. There are graphical overlays at the bottom of the screen displaying the score, including ""PBKS 141-8 17.5"" and ""LAST WICKET STOINIS c WASHINGTON b HOLDER 40 (31)"". Additionally, there are advertisements and sponsor logos visible along the bottom and right side of the screen. The action level appears to be a post-action moment, as the players are not actively engaged in play but rather celebrating a milestone or achievement."
d007,9.00,closeup,between_play,LIVE,action,"The camera shows a crowd shot with a woman in a white shirt standing up and cheering. The people in the frame are cheering and clapping, with some raising their arms or holding up flags. There are graphical overlays at the bottom of the screen displaying the score, including the teams' names ""PBKS"" and ""GT"", the current score ""141-8"", and player information. The action level appears to be a post-action moment, likely after a wicket has fallen, as indicated by the ""LAST WICKET"" text on the graphic overlay."
d008,0.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a single cricket player. The player appears to be standing still, looking towards the camera with a serious expression on his face. The frame includes several graphical overlays, including a blue score graphic at the bottom with information about the game, such as the teams playing (PBKS vs. GT), the current score (141-8), and the run rate (7.83). There are also logos for sponsors and the IPL in the corners of the frame. The action level appears to be a post-action moment, as there is no active play happening and the player seems to be taking a break. The background is blurred, suggesting that the player is in a stadium with a crowd."
d008,1.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a single cricket player. The player appears to be walking or standing still, looking down and to the right with a serious expression on his face. The frame includes several graphical overlays at the bottom, which display information such as the teams playing (PBKS vs. GT), the current score (141-8), the run rate (7.83), and player statistics. The action level appears to be between deliveries or at a low point, as there is no immediate action happening around the player."
d008,2.00,closeup,between_play,LIVE,other,"The camera shows a man wearing a brown shirt and hat with various logos on them, facing away from the camera. He appears to be a member of the support staff. The man is not actively engaged in play but seems to be watching the game. There are several graphical overlays on the screen, including a score graphic at the bottom showing the score and player information, as well as a section highlighting the best bowling figures for a player named Holder. Additionally, there are logos for sponsors and the IPL. The action level appears to be low, with no active play happening at the moment. The frame seems to capture a moment between deliveries or during a break in play."
d008,3.00,closeup,between_play,LIVE,other,"The camera shows a medium close-up shot of a player wearing a brown cap and shirt with blue accents. The player appears to be standing still, looking to the left. There are several graphical overlays on the screen, including a scoreboard at the bottom that displays the teams' names, scores, and player statistics. A smaller box on the left side of the screen shows the player's best figures in the IPL, along with their economy rate. In the top-left corner, there is a logo for ""TATA IPL."" The action level appears to be between deliveries, as the player is not in motion and there is no indication of active play happening."
d008,4.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a cricket player wearing a brown jersey and cap, with the background blurred. The player appears to be standing still, looking to his left. There are several graphical overlays on the screen, including a blue and brown scoreboard at the bottom displaying team names, scores, and player information, as well as a smaller inset box on the left side showing the player's best figures in the IPL. The player's best bowling figures are listed as 4-24. The action level appears to be between deliveries, as there is no indication of active play happening. The overall atmosphere suggests that this is a live broadcast of a professional cricket match."
d008,5.00,closeup,between_play,LIVE,other,"The camera shows a man in a brown uniform with blue accents and a brown cap with white text on it. He appears to be a player for one of the teams. The man is facing away from the camera. The man seems to be standing still. There are no other people visible in the frame apart from the man. There are several graphical overlays on the frame, including a table with the name ""Holder"" and statistics underneath, a blue bar at the bottom with team names, player names, and score information, and logos for sponsors and the broadcast network. The action level appears to be between deliveries, as there is no active play happening and no indication of a replay or slow-motion sequence."
d008,6.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a cricket player wearing a brown cap and shirt with blue accents. The player appears to be sitting or standing still, looking to his left. In the frame, there are graphical overlays on the left and bottom of the screen displaying information about the match, including the score, player statistics, and sponsor logos. The player in the frame appears to be taking a break from the action. The action level appears to be low, with no active play happening at the moment. The overall atmosphere suggests that the frame is capturing a moment between deliveries or during a break in play."
d008,7.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a cricket player with his hand on his head, likely reacting to something that happened during the game. The player appears to be sweating and is wearing a brown uniform with various sponsor logos. In the background, there are blurred images of spectators, but they are not clearly visible. The player's body language suggests he may be frustrated or disappointed. There are several graphical overlays on the screen, including a scoreboard at the bottom that displays information such as the run rate, overs played, and player names. On the left side of the screen, there is a graphic showing the best figures for a bowler named Holder in the IPL, along with some statistics. In the top-left corner, there is a logo for Tata IPL. The action level appears to be a post-action moment, as the player seems to be reacting to something that has just happened, but play is not currently active."
d008,8.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a cricket player wearing a brown cap and shirt with blue accents. The player appears to be looking to the left, likely watching the game. The player seems to be sitting or standing still, with his right arm bent at the elbow. The background is blurred but appears to show spectators in the stands. There are several graphical overlays on the screen, including a scoreboard at the bottom showing the score, run rate, and player information, as well as a box on the left displaying the player's best figures in the IPL. The action level appears to be between deliveries, as there is no immediate action happening on the field."
d008,9.00,closeup,between_play,LIVE,action,"The camera shows a player standing on the field with their hands covering their face, likely in disappointment or frustration. The player is wearing a brown uniform and standing in front of a large advertisement banner. In the background, there are spectators sitting in the stands. The people in the frame appear to be mostly spectators watching the game, with some standing up. The player in the foreground seems to be reacting to something that has happened during the game. There are several graphical overlays on the screen, including a score graphic showing the current score and player statistics, as well as sponsor logos such as ""AngelOne"" and ""RuPay"". The action level appears to be a post-action moment, as the player is not actively engaged in play but rather reacting to a previous event."
